StoreNumber,BatchNumber,SKU,ONHAND,ScannedCnt,Diff,BatchPass,BatchPassDecr,DateCreated
756,3,2,23,20,3,5,Varaince 3,2022-08-10 15:47:15.827
756,2,26,53,52,1,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,2,6,8,-2,4,Variance 2,2022-08-09 17:14:50.627
756,2,7,37,35,2,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,2,16,14,2,4,Variance 2,2022-08-09 17:14:50.627
756,2,2,17,16,1,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,1,15,13,2,4,Variance 2,2022-08-09 17:14:50.627
756,2,10,20,0,20,4,Variance 2,2022-08-09 17:14:50.627
756,2,95,100,95,5,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,4,9,12,-3,4,Variance 2,2022-08-09 17:14:50.627
756,2,9,38,36,2,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,1,11,11,0,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,26,26,0,26,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,5,18,10,8,4,Variance 2,2022-08-09 17:14:50.627
756,2,1,5,5,0,4,Variance 2,2022-08-09 17:14:50.627
756,2,2,17,14,3,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,1,20,20,0,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,7,18,7,11,4,Variance 2,2022-08-09 17:14:50.627
756,2,12,36,36,0,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,2,12,12,0,1,Batch Pass 1,2022-08-09 16:42:36.640
756,2,1,3,8,-5,4,Variance 2,2022-08-09 17:14:50.627
756,2,1,8,11,-3,4,Variance 2,2022-08-09 17:14:50.627
756,1,3,16,15,1,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,1,6,6,0,3,Variance 1,2022-08-08 16:20:16.857
756,1,2,16,16,0,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,13,37,0,37,3,Variance 1,2022-08-08 16:20:16.857
756,1,114,125,114,11,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,1,4,3,1,3,Variance 1,2022-08-08 16:20:16.857
756,1,12,50,48,2,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,1,7,7,0,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,23,23,0,23,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,1,3,1,2,3,Variance 1,2022-08-08 16:20:16.857
756,1,21,63,63,0,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,4,17,16,1,3,Variance 1,2022-08-08 16:20:16.857
756,1,4,24,24,0,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,21,45,42,3,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,4,8,8,0,3,Variance 1,2022-08-08 16:20:16.857
756,1,1,3,5,-2,3,Variance 1,2022-08-08 16:20:16.857
756,1,1,13,12,1,1,Batch Pass 1,2022-08-08 15:29:26.387
756,1,1,15,15,0,1,Batch Pass 1,2022-08-08 15:29:26.387
777,5,13,52,52,0,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,4,29,28,1,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,1,11,10,1,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,4,4,4,0,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,14,72,70,2,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,6,49,48,1,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,36,74,72,2,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,31,96,93,3,1,Batch Pass 1,2022-08-12 11:46:30.437
777,5,8,48,48,0,1,Batch Pass 1,2022-08-12 11:46:30.437
777,4,18,18,0,18,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,20,62,60,2,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,22,66,0,66,6,Variance 4,2022-08-11 15:52:14.603
777,4,16,55,0,55,8,Variance 4 Supplement,2022-08-12 10:47:43.227
777,4,1,3,3,0,6,Variance 4,2022-08-11 15:52:14.603
777,4,1,7,6,1,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,3,16,3,13,6,Variance 4,2022-08-11 15:52:14.603
777,4,36,71,72,-1,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,1,4,4,0,6,Variance 4,2022-08-11 15:52:14.603
777,4,6,30,30,0,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,1,8,8,0,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,2,20,22,-2,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,16,55,0,55,8,Variance 4 Supplement,2022-08-12 11:46:30.437
777,4,100,104,100,4,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,7,28,28,0,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,2,14,14,0,1,Batch Pass 1,2022-08-11 15:23:22.513
777,4,1,18,17,1,1,Batch Pass 1,2022-08-11 15:23:22.513
777,3,19,60,57,3,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,2,6,6,0,5,Varaince 3,2022-08-10 14:47:22.483
777,3,5,30,30,0,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,1,13,13,0,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,1,19,19,0,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,104,112,104,8,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,1,4,2,2,5,Varaince 3,2022-08-10 14:47:22.483
777,3,15,61,60,1,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,2,9,10,-1,5,Varaince 3,2022-08-10 14:47:22.483
777,3,1,7,7,0,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,5,14,5,9,5,Varaince 3,2022-08-10 14:47:22.483
777,3,3,13,12,1,5,Varaince 3,2022-08-10 14:47:22.483
777,3,4,19,20,-1,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,33,64,66,-2,1,Batch Pass 1,2022-08-10 13:45:33.977
777,3,1,9,9,0,1,Batch Pass 1,2022-08-10 13:45:33.977
777,2,12,36,0,36,4,Variance 2,2022-08-09 17:06:48.900
777,2,32,67,64,3,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,3,12,9,3,4,Variance 2,2022-08-09 17:06:48.900
777,2,6,31,30,1,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,1,7,6,1,4,Variance 2,2022-08-09 17:06:48.900
777,2,2,16,16,0,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,24,75,72,3,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,1,6,5,1,4,Variance 2,2022-08-09 17:06:48.900
777,2,8,8,0,8,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,3,7,3,4,4,Variance 2,2022-08-09 17:06:48.900
777,2,1,7,7,0,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,1,10,10,0,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,123,135,123,12,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,7,28,28,0,1,Batch Pass 1,2022-08-09 16:00:33.837
777,2,1,4,4,0,4,Variance 2,2022-08-09 17:06:48.900
777,2,1,7,7,0,4,Variance 2,2022-08-09 17:06:48.900
777,1,1,2,1,1,3,Variance 1,2022-08-08 18:44:19.977
777,1,43,80,86,-6,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,5,27,25,2,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,1,8,11,-3,3,Variance 1,2022-08-08 18:44:19.977
777,1,1,2,2,0,3,Variance 1,2022-08-08 18:44:19.977
777,1,2,12,10,2,3,Variance 1,2022-08-08 18:44:19.977
777,1,2,13,12,1,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,15,15,0,15,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,20,60,60,0,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,1,7,3,4,3,Variance 1,2022-08-08 18:44:19.977
777,1,1,12,12,0,3,Variance 1,2022-08-08 18:44:19.977
777,1,1,13,13,0,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,10,34,0,34,3,Variance 1,2022-08-08 18:44:19.977
777,1,112,122,112,10,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,9,35,36,-1,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,1,8,7,1,1,Batch Pass 1,2022-08-08 17:26:11.143
777,1,1,10,10,0,3,Variance 1,2022-08-08 18:44:19.977
922,4,48,101,96,5,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,1,3,6,-3,6,Variance 4,2022-08-11 16:24:43.780
922,4,3,3,0,3,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,2,5,0,5,6,Variance 4,2022-08-11 16:24:43.780
922,4,24,71,72,-1,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,1,3,3,0,6,Variance 4,2022-08-11 16:24:43.780
922,4,3,18,18,0,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,108,110,108,2,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,1,4,1,3,6,Variance 4,2022-08-11 16:24:43.780
922,4,6,24,24,0,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,3,22,21,1,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,2,28,34,-6,6,Variance 4,2022-08-11 16:24:43.780
922,4,1,6,2,4,6,Variance 4,2022-08-11 16:24:43.780
922,4,7,34,35,-1,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,2,13,10,3,6,Variance 4,2022-08-11 16:24:43.780
922,4,2,16,16,0,1,Batch Pass 1,2022-08-11 15:51:03.607
922,4,1,11,11,0,1,Batch Pass 1,2022-08-11 15:51:03.607
922,3,1,3,1,2,5,Varaince 3,2022-08-10 18:18:28.413
922,3,26,78,78,0,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,2,13,12,1,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,1,8,14,-6,5,Varaince 3,2022-08-10 18:18:28.413
922,3,54,106,108,-2,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,2,4,4,0,5,Varaince 3,2022-08-10 18:18:28.413
922,3,2,10,10,0,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,1,8,8,0,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,7,19,0,19,5,Varaince 3,2022-08-10 18:18:28.413
922,3,125,130,125,5,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,12,47,48,-1,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,1,14,14,0,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,2,2,0,2,1,Batch Pass 1,2022-08-10 17:31:24.437
922,3,1,4,4,0,5,Varaince 3,2022-08-10 18:18:28.413
922,3,4,26,28,-2,1,Batch Pass 1,2022-08-10 17:31:24.437
922,2,46,89,92,-3,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,1,6,3,3,4,Variance 2,2022-08-09 17:11:53.813
922,2,5,25,25,0,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,1,2,9,-7,4,Variance 2,2022-08-09 17:11:53.813
922,2,10,10,0,10,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,3,10,0,10,4,Variance 2,2022-08-09 17:11:53.813
922,2,20,62,60,2,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,1,6,6,0,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,1,13,10,3,4,Variance 2,2022-08-09 17:11:53.813
922,2,1,1,1,0,4,Variance 2,2022-08-09 17:11:53.813
922,2,12,50,48,2,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,2,8,8,0,4,Variance 2,2022-08-09 17:11:53.813
922,2,1,10,10,0,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,127,134,127,7,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,4,10,8,2,4,Variance 2,2022-08-09 17:11:53.813
922,2,1,4,5,-1,4,Variance 2,2022-08-09 17:11:53.813
922,2,3,23,24,-1,1,Batch Pass 1,2022-08-09 16:42:32.350
922,2,1,8,8,0,4,Variance 2,2022-08-09 17:11:53.813
922,1,11,11,0,11,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,21,63,63,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,2,12,12,0,3,Variance 1,2022-08-08 17:36:40.877
922,1,1,9,9,0,3,Variance 1,2022-08-08 17:36:40.877
922,1,1,10,10,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,16,16,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,4,6,0,6,3,Variance 1,2022-08-08 17:36:40.877
922,1,103,110,103,7,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,3,10,9,1,3,Variance 1,2022-08-08 17:36:40.877
922,1,9,37,36,1,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,2,14,14,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,30,30,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,4,4,0,3,Variance 1,2022-08-08 17:36:40.877
922,1,1,5,5,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,9,8,1,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,11,11,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,29,58,58,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,2,4,4,0,3,Variance 1,2022-08-08 17:36:40.877
922,1,1,6,6,0,1,Batch Pass 1,2022-08-08 17:02:05.117
922,1,1,9,9,0,1,Batch Pass 1,2022-08-08 17:02:05.117
941,5,24,49,48,1,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,3,9,9,0,7,Variance 5,2022-08-12 10:59:27.100
941,5,1,6,6,0,7,Variance 5,2022-08-12 10:59:27.100
941,5,4,11,4,7,7,Variance 5,2022-08-12 10:59:27.100
941,5,4,16,16,0,7,Variance 5,2022-08-12 10:59:27.100
941,5,4,20,20,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,2,16,14,2,7,Variance 5,2022-08-12 10:59:27.100
941,5,1,8,8,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,1,36,39,-3,7,Variance 5,2022-08-12 10:59:27.100
941,5,165,172,165,7,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,10,40,40,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,1,5,5,0,7,Variance 5,2022-08-12 10:59:27.100
941,5,1,7,7,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,3,25,24,1,7,Variance 5,2022-08-12 10:59:27.100
941,5,1,17,17,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,4,11,8,3,7,Variance 5,2022-08-12 10:59:27.100
941,5,15,46,45,1,1,Batch Pass 1,2022-08-12 10:22:26.523
941,5,6,36,36,0,1,Batch Pass 1,2022-08-12 10:22:26.523
941,4,3,23,9,14,6,Variance 4,2022-08-11 17:29:47.660
941,4,2,7,12,-5,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,1,24,23,1,1,Batch Pass 1,2022-08-11 12:26:01.220
941,4,1,7,6,1,1,Batch Pass 1,2022-08-11 12:26:01.220
941,4,1,3,6,-3,6,Variance 4,2022-08-11 17:29:47.660
941,4,1,8,8,0,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,2,4,2,2,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,2,6,4,2,1,Batch Pass 1,2022-08-11 12:26:01.220
941,4,1,13,4,9,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,1,8,7,1,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,1,35,15,20,6,Variance 4,2022-08-11 17:29:47.660
941,4,1,35,17,18,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,2,9,0,9,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,5,9,5,4,1,Batch Pass 1,2022-08-11 12:26:01.220
941,4,2,4,2,2,6,Variance 4,2022-08-11 17:29:47.660
941,4,2,10,6,4,8,Variance 4 Supplement,2022-08-12 09:45:38.350
941,4,1,5,4,1,6,Variance 4,2022-08-11 17:29:47.660
941,4,2,16,14,2,6,Variance 4,2022-08-11 17:29:47.660
941,3,113,115,113,2,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,2,7,4,3,5,Varaince 3,2022-08-10 11:17:56.413
941,3,1,3,1,2,5,Varaince 3,2022-08-10 11:17:56.413
941,3,6,24,24,0,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,3,11,12,-1,5,Varaince 3,2022-08-10 11:17:56.413
941,3,21,64,63,1,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,2,6,6,0,5,Varaince 3,2022-08-10 11:17:56.413
941,3,1,6,6,0,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,35,68,70,-2,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,6,30,30,0,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,1,9,9,0,1,Batch Pass 1,2022-08-10 10:39:49.640
941,3,1,15,12,3,5,Varaince 3,2022-08-10 11:17:56.413
941,3,1,17,15,2,5,Varaince 3,2022-08-10 11:17:56.413
941,2,5,17,10,7,4,Variance 2,2022-08-09 10:10:40.123
941,2,10,31,30,1,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,6,6,0,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,9,9,0,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,23,49,46,3,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,3,3,0,4,Variance 2,2022-08-09 10:10:40.123
941,2,5,25,25,0,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,6,6,0,4,Variance 2,2022-08-09 10:10:40.123
941,2,124,129,124,5,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,4,1,3,4,Variance 2,2022-08-09 10:10:40.123
941,2,3,12,12,0,4,Variance 2,2022-08-09 10:10:40.123
941,2,12,49,48,1,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,3,5,-2,4,Variance 2,2022-08-09 10:10:40.123
941,2,1,7,7,0,1,Batch Pass 1,2022-08-09 09:43:20.867
941,2,1,8,8,0,4,Variance 2,2022-08-09 10:10:40.123
941,2,1,14,11,3,4,Variance 2,2022-08-09 10:10:40.123
941,1,10,40,40,0,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,1,4,4,0,3,Variance 1,2022-08-08 14:54:09.537
941,1,1,23,23,0,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,130,134,130,4,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,3,9,9,0,3,Variance 1,2022-08-08 14:54:09.537
941,1,1,10,6,4,3,Variance 1,2022-08-08 14:54:09.537
941,1,22,42,44,-2,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,2,6,4,2,3,Variance 1,2022-08-08 14:54:09.537
941,1,5,25,25,0,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,1,6,5,1,3,Variance 1,2022-08-08 14:54:09.537
941,1,11,36,33,3,1,Batch Pass 1,2022-08-08 14:02:20.580
941,1,1,6,6,0,1,Batch Pass 1,2022-08-08 14:02:20.580
949,4,80,95,80,15,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,3,13,12,1,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,5,20,20,0,6,Variance 4,2022-08-11 18:35:38.210
949,4,1,7,7,0,6,Variance 4,2022-08-11 18:35:38.210
949,4,21,61,0,61,6,Variance 4,2022-08-11 18:35:38.210
949,4,5,15,15,0,6,Variance 4,2022-08-11 18:35:38.210
949,4,1,6,5,1,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,3,18,18,0,6,Variance 4,2022-08-11 18:35:38.210
949,4,17,34,34,0,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,10,23,20,3,6,Variance 4,2022-08-11 18:35:38.210
949,4,1,12,12,0,6,Variance 4,2022-08-11 18:35:38.210
949,4,28,28,0,28,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,3,9,3,6,6,Variance 4,2022-08-11 18:35:38.210
949,4,2,7,6,1,1,Batch Pass 1,2022-08-11 17:38:46.907
949,4,1,8,8,0,6,Variance 4,2022-08-11 18:35:38.210
949,3,18,18,0,18,1,Batch Pass 1,2022-08-10 15:04:26.417
949,3,8,17,8,9,5,Varaince 3,2022-08-10 16:51:43.747
949,3,1,4,4,0,5,Varaince 3,2022-08-10 16:51:43.747
949,3,4,6,0,6,5,Varaince 3,2022-08-10 16:51:43.747
949,3,88,97,88,9,1,Batch Pass 1,2022-08-10 15:04:26.417
949,3,5,20,20,0,1,Batch Pass 1,2022-08-10 15:04:26.417
949,3,9,19,18,1,1,Batch Pass 1,2022-08-10 15:04:26.417
949,3,5,17,15,2,5,Varaince 3,2022-08-10 16:51:43.747
949,3,1,7,6,1,5,Varaince 3,2022-08-10 16:51:43.747
949,3,8,19,16,3,5,Varaince 3,2022-08-10 16:51:43.747
949,3,5,15,15,0,1,Batch Pass 1,2022-08-10 15:04:26.417
949,3,2,9,10,-1,5,Varaince 3,2022-08-10 16:51:43.747
949,3,1,6,6,0,1,Batch Pass 1,2022-08-10 15:04:26.417
949,2,25,25,0,25,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,4,8,4,4,4,Variance 2,2022-08-09 16:45:43.120
949,2,21,62,63,-1,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,1,4,4,0,4,Variance 2,2022-08-09 16:45:43.120
949,2,2,14,12,2,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,26,52,52,0,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,4,12,8,4,4,Variance 2,2022-08-09 16:45:43.120
949,2,2,10,10,0,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,28,77,0,77,4,Variance 2,2022-08-09 16:45:43.120
949,2,99,106,99,7,1,Batch Pass 1,2022-08-09 13:44:18.890
949,2,4,17,12,5,4,Variance 2,2022-08-09 16:45:43.120
949,2,7,29,28,1,1,Batch Pass 1,2022-08-09 13:44:18.890
949,1,7,13,0,13,3,Variance 1,2022-08-08 15:21:26.620
949,1,105,113,105,8,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,1,2,3,-1,3,Variance 1,2022-08-08 15:21:26.620
949,1,4,10,4,6,3,Variance 1,2022-08-08 15:21:26.620
949,1,25,47,50,-3,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,4,30,16,14,3,Variance 1,2022-08-08 15:21:26.620
949,1,2,9,10,-1,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,22,22,0,22,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,6,19,12,7,3,Variance 1,2022-08-08 15:21:26.620
949,1,15,47,45,2,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,1,6,6,0,1,Batch Pass 1,2022-08-08 14:45:47.450
949,1,5,19,20,-1,1,Batch Pass 1,2022-08-08 14:45:47.450
